subject_id,slice_idx,type,n_features,mse,rmse,variance_explained,n_components,tumor_percentage
BraTS20_Training_278,90,original,4,9.499750511857696e-32,3.082166528897765e-16,1.0,4,
BraTS20_Training_279,88,original,4,2.3855140368362965e-32,1.5445109377522375e-16,1.0,4,
BraTS20_Training_280,82,original,4,3.0123126597856767e-32,1.7356015267870897e-16,0.9999999999999998,4,
BraTS20_Training_281,97,original,4,6.756711435871127e-33,8.219921797603142e-17,0.9999999999999999,4,
BraTS20_Training_282,68,original,4,3.6983942686867355e-32,1.923120970892558e-16,1.0,4,
BraTS20_Training_283,113,original,4,1.9248918731626538e-32,1.3874047257965693e-16,0.9999999999999999,4,
BraTS20_Training_284,88,original,4,1.892222784936729e-32,1.3755808900012855e-16,1.0,4,
BraTS20_Training_285,89,original,4,9.170682315047764e-33,9.576367951915676e-17,0.9999999999999999,4,
BraTS20_Training_286,82,original,4,1.5776638559583183e-32,1.2560508970413255e-16,0.9999999999999999,4,
BraTS20_Training_287,94,original,4,3.574721537247332e-32,1.8906934011751698e-16,1.0,4,
BraTS20_Training_288,42,original,4,4.844410956650226e-33,6.960180282614974e-17,1.0,4,
BraTS20_Training_289,85,original,4,5.295351618974696e-32,2.301163101341297e-16,1.0,4,
BraTS20_Training_290,88,original,4,1.211077442850653e-32,1.1004896377752282e-16,1.0000000000000002,4,
BraTS20_Training_291,87,original,4,1.3615628409269572e-32,1.1668602490988187e-16,1.0,4,
BraTS20_Training_292,50,original,4,3.3745690274535987e-32,1.8370000074724002e-16,1.0,4,
BraTS20_Training_293,90,original,4,5.289468311789081e-32,2.299884412701882e-16,1.0,4,
BraTS20_Training_294,49,original,4,3.240965344886361e-32,1.8002681313866447e-16,1.0,4,
BraTS20_Training_295,121,original,4,1.7838708774042354e-32,1.3356162912319673e-16,1.0,4,
BraTS20_Training_296,62,original,4,1.0501627292574828e-31,3.240621436171591e-16,1.0,4,
BraTS20_Training_297,84,original,4,5.078721331326248e-33,7.126514808324085e-17,0.9999999999999999,4,
BraTS20_Training_298,78,original,4,3.0699087711812016e-32,1.7521155130816008e-16,1.0,4,
BraTS20_Training_299,90,original,4,6.1550761342922754e-33,7.845429328145322e-17,1.0,4,
BraTS20_Training_300,99,original,4,2.8603000499795244e-32,1.6912421618383112e-16,1.0,4,
BraTS20_Training_301,94,original,4,4.61563980914718e-32,2.1484040144132994e-16,1.0,4,
BraTS20_Training_302,60,original,4,1.1805414431793605e-31,3.4359008180961227e-16,1.0,4,
BraTS20_Training_303,105,original,4,6.005389571809853e-33,7.749444865156377e-17,1.0,4,
BraTS20_Training_304,52,original,4,8.813826340833357e-33,9.388198091664533e-17,1.0,4,
BraTS20_Training_305,90,original,4,2.1522663975420198e-32,1.4670604614473188e-16,1.0,4,
BraTS20_Training_306,102,original,4,4.41883966818267e-32,2.1021036292682313e-16,1.0,4,
BraTS20_Training_307,70,original,4,1.706564419913168e-32,1.3063553957147986e-16,1.0,4,
BraTS20_Training_308,89,original,4,1.5053976057579953e-32,1.2269464559458148e-16,1.0,4,
BraTS20_Training_309,60,original,4,4.0321826029815716e-33,6.349946931259798e-17,1.0,4,
BraTS20_Training_310,70,original,4,1.7367381984450522e-32,1.3178536331645683e-16,1.0,4,
BraTS20_Training_311,115,original,4,2.5759987700753504e-32,1.6049918286631088e-16,1.0,4,
BraTS20_Training_312,92,original,4,9.002838100304962e-33,9.488328672798473e-17,1.0,4,
BraTS20_Training_313,101,original,4,1.5215582994808906e-32,1.2335146125931751e-16,1.0,4,
BraTS20_Training_314,77,original,4,9.38243563230602e-33,9.686297348474297e-17,1.0,4,
BraTS20_Training_315,103,original,4,9.578837620272858e-33,9.787153631303055e-17,0.9999999999999998,4,
BraTS20_Training_316,92,original,4,3.6731051403598365e-33,6.060614771093636e-17,1.0,4,
BraTS20_Training_317,79,original,4,4.165776856778011e-33,6.454282963101331e-17,1.0,4,
BraTS20_Training_318,83,original,4,3.1611411283713623e-32,1.7779598219226897e-16,1.0,4,
BraTS20_Training_319,75,original,4,4.1117481375975196e-32,2.0277445937783978e-16,1.0,4,
BraTS20_Training_320,95,original,4,1.0261244194982022e-32,1.0129779955646629e-16,0.9999999999999999,4,
BraTS20_Training_321,114,original,4,1.2862338075429458e-32,1.1341224834835723e-16,1.0,4,
BraTS20_Training_322,54,original,4,7.986947043529601e-33,8.936972106664315e-17,1.0,4,
BraTS20_Training_323,73,original,4,7.14068391463494e-33,8.450256750321223e-17,1.0000000000000002,4,
BraTS20_Training_324,67,original,4,8.715869924775937e-33,9.335882349717105e-17,0.9999999999999999,4,
BraTS20_Training_325,25,original,4,9.072331236557841e-33,9.524878601094001e-17,1.0,4,
BraTS20_Training_326,92,original,4,1.4834249113980152e-32,1.2179593225547459e-16,1.0,4,
BraTS20_Training_327,81,original,4,6.704312273162665e-33,8.187986488241578e-17,1.0,4,
BraTS20_Training_328,89,original,4,4.841716616824071e-32,2.2003901056003844e-16,1.0,4,
BraTS20_Training_329,59,original,4,3.355223305665054e-32,1.8317268643728119e-16,1.0000000000000002,4,
BraTS20_Training_330,65,original,4,4.601212437354028e-33,6.783223744912169e-17,1.0,4,
BraTS20_Training_331,52,original,4,1.7138552799526113e-32,1.30914295627048e-16,1.0,4,
BraTS20_Training_332,110,original,4,1.0328076012024639e-32,1.0162714210300631e-16,1.0,4,
BraTS20_Training_333,86,original,4,1.5249793445089148e-32,1.2349005403306432e-16,0.9999999999999999,4,
BraTS20_Training_334,69,original,4,1.6243672811964114e-32,1.274506681503244e-16,1.0,4,
BraTS20_Training_335,76,original,4,3.539551623973178e-33,5.949413100443755e-17,1.0,4,
BraTS20_Training_336,90,original,4,5.276584187101353e-32,2.2970816674862377e-16,1.0,4,
BraTS20_Training_337,84,original,4,4.3261301423428586e-32,2.0799351293592928e-16,0.9999999999999999,4,
BraTS20_Training_338,82,original,4,6.497027388702285e-33,8.060414002209989e-17,1.0,4,
BraTS20_Training_339,84,original,4,6.430929811553288e-33,8.019307832695593e-17,0.9999999999999999,4,
BraTS20_Training_340,93,original,4,2.676438847004321e-32,1.6359825326097833e-16,1.0,4,
BraTS20_Training_341,53,original,4,1.7258405405383454e-32,1.3137125029999318e-16,1.0,4,
BraTS20_Training_342,90,original,4,7.096993605852405e-33,8.42436561757169e-17,1.0,4,
BraTS20_Training_343,66,original,4,1.1653001085514417e-32,1.0794906708959747e-16,1.0,4,
BraTS20_Training_344,72,original,4,4.953715265379014e-33,7.038263468625634e-17,0.9999999999999999,4,
BraTS20_Training_345,93,original,4,6.269054486311288e-33,7.917736094560925e-17,1.0,4,
BraTS20_Training_346,93,original,4,3.477209087773802e-32,1.8647276175822038e-16,1.0,4,
BraTS20_Training_347,101,original,4,1.5580827793030616e-32,1.2482318611952915e-16,1.0,4,
BraTS20_Training_348,97,original,4,2.1810382988170026e-32,1.4768338765131989e-16,0.9999999999999999,4,
BraTS20_Training_349,86,original,4,9.588135023047058e-33,9.791902278437556e-17,0.9999999999999999,4,
BraTS20_Training_350,92,original,4,1.1953833766958275e-31,3.457431672059229e-16,1.0,4,
BraTS20_Training_351,70,original,4,3.052550212796935e-32,1.7471548909003276e-16,1.0,4,
BraTS20_Training_352,95,original,4,1.6630212301771295e-32,1.2895818043757943e-16,0.9999999999999999,4,
BraTS20_Training_353,50,original,4,4.698241389674754e-32,2.167542707693381e-16,1.0,4,
BraTS20_Training_354,68,original,4,2.580903740985874e-32,1.6065191380702173e-16,1.0,4,
BraTS20_Training_356,71,original,4,7.226384807761713e-32,2.688193595662655e-16,1.0,4,
BraTS20_Training_357,83,original,4,1.1232463227286147e-32,1.0598331579680902e-16,1.0,4,
BraTS20_Training_358,66,original,4,5.36248778350458e-33,7.322900916648115e-17,0.9999999999999999,4,
BraTS20_Training_359,83,original,4,1.4983255182782883e-32,1.2240610762042424e-16,1.0,4,
BraTS20_Training_360,102,original,4,3.1291437528823276e-32,1.7689385950004956e-16,1.0,4,
BraTS20_Training_361,93,original,4,7.388851965226072e-33,8.595843161218143e-17,0.9999999999999999,4,
BraTS20_Training_362,71,original,4,6.122183527488989e-33,7.8244383360654e-17,1.0,4,
BraTS20_Training_363,82,original,4,4.227553420855246e-32,2.0561015103479803e-16,1.0000000000000002,4,
BraTS20_Training_364,55,original,4,1.0198771267724834e-32,1.0098896606919408e-16,1.0,4,
BraTS20_Training_365,88,original,4,5.651076432199565e-32,2.3771992832321743e-16,0.9999999999999998,4,
BraTS20_Training_366,86,original,4,1.1412125013263974e-32,1.0682754800735611e-16,1.0,4,
BraTS20_Training_367,69,original,4,1.187331775373235e-31,3.4457680934346627e-16,1.0,4,
BraTS20_Training_368,89,original,4,1.2766234516016211e-32,1.1298776268258528e-16,1.0,4,
BraTS20_Training_369,92,original,4,1.1315711541295656e-32,1.063753333310672e-16,1.0,4,
BraTS20_Training_001,67,segmentation,4,1.5081212366176892e-32,1.2280558768304026e-16,1.0,4,8.76388888888889
BraTS20_Training_002,53,segmentation,4,9.633547612224574e-34,3.1037956782340835e-17,1.0,4,3.654513888888889
BraTS20_Training_003,94,segmentation,2,8.12242773066024e-34,2.849987321140261e-17,1.0,2,1.6354166666666667
BraTS20_Training_004,86,segmentation,4,2.8018486064459342e-33,5.293249102815712e-17,1.0,4,4.776041666666667
BraTS20_Training_005,95,segmentation,4,5.916026025987468e-34,2.4322882283947082e-17,1.0,4,1.3524305555555556
BraTS20_Training_006,91,segmentation,4,1.523434583074423e-32,1.234274921998508e-16,1.0,4,5.519097222222222
BraTS20_Training_007,61,segmentation,4,4.695334221861752e-33,6.852250887016435e-17,1.0,4,2.6059027777777777
BraTS20_Training_008,42,segmentation,4,5.042696633764341e-34,2.2455949398242645e-17,1.0,4,2.2083333333333335
BraTS20_Training_009,66,segmentation,4,9.419581880722325e-33,9.705453044923933e-17,1.0,4,7.324652777777778
BraTS20_Training_010,88,segmentation,4,3.3047565768540794e-33,5.748701224497651e-17,1.0,4,2.310763888888889
BraTS20_Training_011,84,segmentation,4,2.2302549402091717e-33,4.722557506488589e-17,1.0,4,2.390625
BraTS20_Training_012,67,segmentation,4,4.548126854515188e-33,6.743980170874754e-17,1.0,4,2.4288194444444446
BraTS20_Training_013,83,segmentation,4,2.8342573791621863e-33,5.323774393381247e-17,0.9999999999999999,4,2.8333333333333335
BraTS20_Training_014,56,segmentation,4,1.655982917262331e-33,4.0693770005522113e-17,1.0,4,4.118055555555555
BraTS20_Training_015,82,segmentation,4,4.3047924448067735e-33,6.561091711603165e-17,1.0,4,4.850694444444445
BraTS20_Training_016,93,segmentation,4,7.294683182658308e-32,2.700867116808657e-16,1.0,4,5.25
BraTS20_Training_017,79,segmentation,4,1.5921430696645516e-33,3.990166750481177e-17,1.0,4,3.9913194444444446
BraTS20_Training_018,83,segmentation,4,5.0839111072018826e-33,7.130155052452844e-17,1.0,4,2.9322916666666665
BraTS20_Training_019,57,segmentation,4,2.7304063144394532e-33,5.225328998675062e-17,0.9999999999999999,4,2.3819444444444446
BraTS20_Training_020,59,segmentation,4,6.505765360653882e-33,8.065832480689071e-17,1.0,4,7.331597222222222
BraTS20_Training_021,104,segmentation,4,7.726576930511318e-33,8.790094954271722e-17,1.0000000000000002,4,2.7725694444444446
BraTS20_Training_022,100,segmentation,4,4.262019072280461e-33,6.528414104727473e-17,0.9999999999999999,4,3.279513888888889
BraTS20_Training_023,92,segmentation,4,2.280516208803833e-33,4.775475064120671e-17,1.0,4,2.2847222222222223
BraTS20_Training_024,98,segmentation,4,2.1991490384039444e-33,4.689508543977657e-17,1.0,4,3.359375
BraTS20_Training_025,101,segmentation,4,2.6716541663898748e-33,5.1688046649006526e-17,1.0,4,3.5208333333333335
BraTS20_Training_026,63,segmentation,4,4.872220831389338e-33,6.98012953417724e-17,1.0,4,6.732638888888889
BraTS20_Training_027,69,segmentation,4,3.635707497782929e-33,6.029682825640938e-17,0.9999999999999998,4,3.15625
BraTS20_Training_028,49,segmentation,4,2.024830322407827e-33,4.4998114653925524e-17,1.0,4,1.859375
BraTS20_Training_029,72,segmentation,4,2.3594534111590653e-33,4.857420520357554e-17,0.9999999999999999,4,3.295138888888889
BraTS20_Training_030,93,segmentation,4,1.8501882008243264e-33,4.3013814069718655e-17,0.9999999999999999,4,3.7100694444444446
BraTS20_Training_031,98,segmentation,4,4.3529397203683526e-33,6.597681199003444e-17,0.9999999999999999,4,3.3090277777777777
BraTS20_Training_032,126,segmentation,4,1.998593976651458e-33,4.4705636967293706e-17,1.0,4,1.7013888888888888
BraTS20_Training_033,91,segmentation,4,7.401447779842898e-33,8.603166730828189e-17,0.9999999999999999,4,5.546875
BraTS20_Training_034,109,segmentation,4,9.195463773486638e-34,3.0324023106254614e-17,1.0,4,3.795138888888889
BraTS20_Training_035,53,segmentation,4,3.208627891045005e-33,5.664475166372438e-17,1.0000000000000002,4,4.354166666666667
BraTS20_Training_036,84,segmentation,4,1.9575839032016235e-34,1.3991368422000843e-17,0.9999999999999999,4,1.484375
BraTS20_Training_037,66,segmentation,4,2.1963147125473384e-33,4.6864855836194975e-17,0.9999999999999999,4,7.475694444444445
BraTS20_Training_038,90,segmentation,4,2.5523654625193296e-33,5.0520940831692055e-17,1.0,4,3.5850694444444446
BraTS20_Training_039,90,segmentation,4,4.8678348627854334e-33,6.976987073791548e-17,0.9999999999999999,4,2.8350694444444446
BraTS20_Training_040,55,segmentation,4,1.676444658611966e-32,1.2947759105775662e-16,1.0,4,8.494791666666666
BraTS20_Training_041,52,segmentation,4,8.255026360333106e-33,9.08571756127886e-17,0.9999999999999998,4,4.475694444444445
BraTS20_Training_042,85,segmentation,4,3.965826978700473e-33,6.297481225617488e-17,1.0,4,3.217013888888889
BraTS20_Training_043,53,segmentation,4,7.100480838209735e-33,8.426435093329644e-17,0.9999999999999999,4,2.560763888888889
BraTS20_Training_044,92,segmentation,2,4.868241675258156e-34,2.2064092266073752e-17,1.0,2,0.984375
BraTS20_Training_045,81,segmentation,4,7.532801070392615e-34,2.744594882745469e-17,1.0000000000000002,4,3.9461805555555554
BraTS20_Training_046,52,segmentation,4,6.6201642637860655e-34,2.5729679873224358e-17,0.9999999999999999,4,2.2881944444444446
BraTS20_Training_047,76,segmentation,4,3.5047039633325674e-33,5.920054022838447e-17,1.0,4,6.164930555555555
BraTS20_Training_048,51,segmentation,4,5.251597408819271e-33,7.246790606067813e-17,1.0,4,2.3385416666666665
BraTS20_Training_049,88,segmentation,4,1.487159130067231e-33,3.8563702234967416e-17,1.0,4,3.2552083333333335
BraTS20_Training_050,57,segmentation,4,6.650871047773247e-33,8.155287271318679e-17,1.0,4,4.215277777777778
BraTS20_Training_051,91,segmentation,4,1.476098676963198e-32,1.2149480140990388e-16,1.0,4,5.564236111111111
BraTS20_Training_052,100,segmentation,4,4.672338651990621e-34,2.1615593103106425e-17,1.0,4,2.154513888888889
BraTS20_Training_053,88,segmentation,4,8.211645420490523e-33,9.061812964573106e-17,0.9999999999999999,4,5.402777777777778
BraTS20_Training_054,65,segmentation,4,3.895494532950583e-33,6.241389695372805e-17,0.9999999999999999,4,4.046875
BraTS20_Training_055,70,segmentation,4,6.611097442137632e-33,8.130865539496783e-17,0.9999999999999999,4,5.237847222222222
BraTS20_Training_056,92,segmentation,4,5.620533331954646e-33,7.497021629923876e-17,1.0,4,2.5902777777777777
BraTS20_Training_057,108,segmentation,4,4.9991491791668954e-33,7.070466165089043e-17,1.0000000000000002,4,4.390625
BraTS20_Training_058,63,segmentation,4,5.032699423835668e-33,7.094152115535491e-17,1.0000000000000002,4,4.505208333333333
BraTS20_Training_059,54,segmentation,2,7.506205380094777e-34,2.739745495496758e-17,1.0,2,1.5104166666666667
BraTS20_Training_060,65,segmentation,4,2.5480178158475768e-33,5.047789432858285e-17,1.0,4,4.362847222222222
BraTS20_Training_061,67,segmentation,4,9.828460559048819e-34,3.1350375690011784e-17,1.0,4,1.4670138888888888
BraTS20_Training_062,92,segmentation,4,5.651483095776336e-33,7.517634665090035e-17,1.0,4,6.310763888888889
BraTS20_Training_063,86,segmentation,4,4.036941532882079e-33,6.353693046474687e-17,1.0,4,0.9097222222222222
BraTS20_Training_064,60,segmentation,4,1.3221100518626222e-33,3.636083128673796e-17,1.0,4,4.975694444444445
BraTS20_Training_065,68,segmentation,4,1.8440124841435043e-32,1.3579442124562791e-16,1.0,4,2.1996527777777777
BraTS20_Training_066,87,segmentation,4,4.248042836280635e-33,6.517701156297852e-17,1.0,4,2.9322916666666665
BraTS20_Training_067,97,segmentation,4,2.276888012837399e-33,4.7716747718567314e-17,0.9999999999999999,4,4.921875
BraTS20_Training_068,75,segmentation,4,8.110855014898491e-33,9.00602854475739e-17,1.0,4,3.795138888888889
BraTS20_Training_069,96,segmentation,4,8.08087268619279e-33,8.989367433914797e-17,1.0,4,7.644097222222222
BraTS20_Training_070,112,segmentation,4,5.123100272403204e-33,7.157583581351463e-17,1.0,4,2.142361111111111
BraTS20_Training_071,93,segmentation,4,3.8778548691890665e-33,6.227242462911708e-17,0.9999999999999999,4,6.133680555555555
BraTS20_Training_072,68,segmentation,4,1.4718044934224577e-32,1.2131794976104968e-16,1.0,4,3.4409722222222223
BraTS20_Training_073,89,segmentation,4,6.153193031525403e-33,7.84422910904915e-17,1.0,4,2.9930555555555554
BraTS20_Training_074,88,segmentation,4,8.8291883214097e-34,2.9713950126850686e-17,1.0,4,3.2430555555555554
BraTS20_Training_075,79,segmentation,4,2.636043197839506e-32,1.6235896026519465e-16,1.0000000000000002,4,7.223958333333333
BraTS20_Training_076,103,segmentation,4,3.4131920872998815e-33,5.842253064785778e-17,1.0,4,2.1649305555555554
BraTS20_Training_077,69,segmentation,4,3.980824773984304e-33,6.309377761700676e-17,1.0,4,3.2708333333333335
BraTS20_Training_078,53,segmentation,4,1.0301904720901118e-33,3.209658038000484e-17,0.9999999999999999,4,3.15625
BraTS20_Training_079,114,segmentation,4,6.880760211055358e-34,2.6231203195917944e-17,0.9999999999999999,4,0.7013888888888888
BraTS20_Training_080,68,segmentation,4,2.2600164820073034e-33,4.753963064651747e-17,1.0,4,2.7604166666666665
BraTS20_Training_081,97,segmentation,4,2.6969694200787203e-33,5.1932354270519264e-17,1.0,4,2.123263888888889
BraTS20_Training_082,72,segmentation,4,4.382742865776317e-34,2.093500147068616e-17,1.0000000000000002,4,1.0989583333333333
BraTS20_Training_083,65,segmentation,4,7.49957877232141e-33,8.660010838515972e-17,1.0,4,3.951388888888889
BraTS20_Training_084,55,segmentation,4,2.4720706278615082e-33,4.9719921840862826e-17,0.9999999999999999,4,3.9288194444444446
BraTS20_Training_085,100,segmentation,4,3.069107613496188e-33,5.539952719560148e-17,1.0,4,1.7916666666666667
BraTS20_Training_086,55,segmentation,4,1.1987024727957526e-32,1.0948527173988986e-16,0.9999999999999999,4,1.78125
BraTS20_Training_087,70,segmentation,4,1.2341364399480084e-33,3.513027810803678e-17,0.9999999999999998,4,2.1319444444444446
BraTS20_Training_088,71,segmentation,4,1.2662289095831306e-33,3.558411035255948e-17,1.0,4,1.6302083333333333
BraTS20_Training_089,50,segmentation,3,3.205978363349187e-32,1.7905246056251745e-16,0.9999999999999999,3,8.366319444444445
BraTS20_Training_090,80,segmentation,4,1.8365014296451334e-33,4.285442135468794e-17,1.0000000000000002,4,1.890625
BraTS20_Training_091,92,segmentation,4,8.458391800510062e-33,9.196951560441134e-17,1.0,4,7.28125
BraTS20_Training_092,92,segmentation,4,7.076040772513618e-33,8.411920572921275e-17,0.9999999999999999,4,3.0052083333333335
BraTS20_Training_093,67,segmentation,4,8.396567678861838e-33,9.163278713900303e-17,0.9999999999999998,4,4.298611111111111
BraTS20_Training_094,55,segmentation,4,2.307110038399724e-33,4.8032385308245146e-17,0.9999999999999999,4,1.9409722222222223
BraTS20_Training_095,93,segmentation,4,2.3641996908220165e-33,4.86230366269119e-17,1.0000000000000002,4,5.588541666666667
BraTS20_Training_096,84,segmentation,4,3.7153911986419665e-33,6.095400888081084e-17,1.0,4,3.1805555555555554
BraTS20_Training_097,73,segmentation,4,2.1661723859994416e-33,4.654215708365311e-17,1.0,4,4.241319444444445
BraTS20_Training_098,92,segmentation,3,2.3012816003712259e-32,1.5169975610960046e-16,1.0,3,6.012152777777778
BraTS20_Training_099,49,segmentation,3,9.495808729698661e-34,3.0815270126511406e-17,1.0,3,1.3871527777777777
BraTS20_Training_100,83,segmentation,4,6.83036256992488e-33,8.264600758611924e-17,1.0000000000000002,4,5.267361111111111
BraTS20_Training_101,50,segmentation,4,1.1903324380559336e-33,3.4501194733747026e-17,1.0,4,3.560763888888889
BraTS20_Training_102,98,segmentation,4,7.910133199476554e-33,8.893892960608732e-17,0.9999999999999998,4,1.9496527777777777
BraTS20_Training_103,68,segmentation,4,3.8029748884683114e-33,6.166826484074537e-17,1.0,4,2.9618055555555554
BraTS20_Training_104,64,segmentation,4,7.192011609293716e-33,8.480572863488478e-17,1.0,4,6.253472222222222
BraTS20_Training_105,50,segmentation,4,6.542770022408261e-34,2.557883895412038e-17,1.0,4,2.046875
BraTS20_Training_106,93,segmentation,4,6.179505571356224e-33,7.860983126401064e-17,1.0,4,5.300347222222222
BraTS20_Training_107,85,segmentation,4,7.022287597045589e-33,8.37990906695627e-17,1.0,4,1.859375
BraTS20_Training_108,50,segmentation,4,2.0020873497805623e-33,4.4744690744048756e-17,1.0,4,1.7378472222222223
BraTS20_Training_109,74,segmentation,4,1.0732455635925417e-32,1.0359756578185327e-16,1.0000000000000002,4,4.274305555555555
BraTS20_Training_110,115,segmentation,3,2.159430581956536e-33,4.6469673787929e-17,1.0000000000000002,3,1.0138888888888888
BraTS20_Training_111,59,segmentation,4,3.165357460732448e-33,5.626150958455032e-17,0.9999999999999999,4,2.9131944444444446
BraTS20_Training_112,69,segmentation,4,2.2904895306255424e-33,4.7859059023611634e-17,0.9999999999999999,4,7.069444444444445
BraTS20_Training_113,71,segmentation,4,4.178975252655904e-33,6.464499402626551e-17,1.0,4,4.96875
BraTS20_Training_114,99,segmentation,4,2.4281895282336988e-33,4.927666311991609e-17,1.0,4,4.046875
BraTS20_Training_115,101,segmentation,3,3.243116259660445e-33,5.694836485501972e-17,0.9999999999999999,3,3.7864583333333335
BraTS20_Training_116,67,segmentation,4,4.7673471665803115e-33,6.904597864162917e-17,1.0000000000000002,4,3.763888888888889
BraTS20_Training_117,68,segmentation,4,1.0867943072352787e-32,1.0424942720395535e-16,0.9999999999999999,4,4.385416666666667
BraTS20_Training_118,85,segmentation,3,1.6183240548367565e-33,4.022839861138841e-17,1.0,3,2.2934027777777777
BraTS20_Training_119,57,segmentation,4,9.957070253130556e-34,3.155482570563583e-17,1.0,4,2.1024305555555554
BraTS20_Training_120,103,segmentation,4,5.518289946774494e-33,7.428519332124332e-17,0.9999999999999999,4,6.189236111111111
BraTS20_Training_121,86,segmentation,4,3.581677606046823e-33,5.98471186110645e-17,0.9999999999999999,4,6.597222222222222
BraTS20_Training_122,84,segmentation,4,4.495335453831322e-33,6.704726283623607e-17,0.9999999999999999,4,1.4756944444444444
BraTS20_Training_123,68,segmentation,4,2.1295157113886815e-33,4.61466760600228e-17,1.0,4,5.803819444444445
BraTS20_Training_124,75,segmentation,4,1.778319039789084e-32,1.3335362911406212e-16,1.0,4,7.803819444444445
BraTS20_Training_125,92,segmentation,4,2.6792760542302307e-32,1.6368494293093152e-16,0.9999999999999999,4,6.126736111111111
BraTS20_Training_126,89,segmentation,4,9.191901854177388e-34,3.0318149439201247e-17,0.9999999999999999,4,1.9930555555555556
BraTS20_Training_127,63,segmentation,4,1.0702152949450961e-32,1.0345121047842293e-16,1.0,4,2.8246527777777777
BraTS20_Training_128,86,segmentation,4,1.2341709668503472e-32,1.1109324762785303e-16,1.0000000000000002,4,2.1840277777777777
BraTS20_Training_129,59,segmentation,4,1.3287327179448877e-33,3.645178621062194e-17,1.0,4,3.0972222222222223
BraTS20_Training_130,63,segmentation,4,5.367101807808331e-33,7.326050646704766e-17,1.0,4,4.267361111111111
BraTS20_Training_131,104,segmentation,4,6.5164687852821484e-34,2.552737508104221e-17,1.0,4,2.7413194444444446
BraTS20_Training_132,85,segmentation,4,5.121299075470487e-33,7.156325227007565e-17,0.9999999999999998,4,7.046875
BraTS20_Training_133,95,segmentation,4,2.7387177582658532e-33,5.233275989536433e-17,0.9999999999999999,4,4.696180555555555
BraTS20_Training_134,100,segmentation,4,1.7399412886344546e-33,4.171260347466284e-17,0.9999999999999999,4,2.9774305555555554
BraTS20_Training_135,90,segmentation,4,4.556997624675806e-33,6.750553773340234e-17,0.9999999999999999,4,8.96701388888889
BraTS20_Training_136,101,segmentation,4,9.499935601932914e-33,9.746761309241606e-17,0.9999999999999999,4,3.7222222222222223
BraTS20_Training_137,65,segmentation,4,9.471352271502533e-33,9.732087274322263e-17,0.9999999999999999,4,7.776041666666667
BraTS20_Training_138,86,segmentation,4,5.518492696693176e-33,7.428655798119318e-17,0.9999999999999999,4,8.31076388888889
BraTS20_Training_139,89,segmentation,4,2.3868070516270565e-33,4.885495933502613e-17,0.9999999999999999,4,1.9097222222222223
BraTS20_Training_140,111,segmentation,4,4.6361128352425826e-33,6.80890067135847e-17,1.0,4,5.555555555555555
BraTS20_Training_141,104,segmentation,4,1.7475892197256202e-33,4.180417706073904e-17,1.0,4,1.4600694444444444
BraTS20_Training_142,107,segmentation,4,1.5551770765213227e-33,3.9435733497949835e-17,0.9999999999999999,4,1.1197916666666667
BraTS20_Training_143,78,segmentation,4,1.8804396027889372e-32,1.3712912173528046e-16,1.0,4,6.109375
BraTS20_Training_144,91,segmentation,4,1.213274452894231e-32,1.1014873820858008e-16,1.0000000000000004,4,7.723958333333333
BraTS20_Training_145,59,segmentation,4,1.8965609612055916e-32,1.3771568397265403e-16,1.0000000000000002,4,3.7534722222222223
BraTS20_Training_146,67,segmentation,4,2.6946007973291824e-33,5.1909544376050754e-17,1.0000000000000002,4,4.75
BraTS20_Training_147,74,segmentation,4,7.077279716620973e-33,8.412656962352009e-17,0.9999999999999998,4,5.414930555555555
BraTS20_Training_148,60,segmentation,4,5.6084014955701904e-33,7.488926155043986e-17,1.0,4,5.706597222222222
BraTS20_Training_149,65,segmentation,4,1.4849607091345175e-32,1.2185896393513763e-16,1.0,4,9.272569444444445
BraTS20_Training_150,75,segmentation,4,9.945130282015659e-33,9.972527403830816e-17,0.9999999999999999,4,6.3125
BraTS20_Training_151,87,segmentation,4,1.234857351041795e-33,3.514053714788371e-17,0.9999999999999999,4,6.300347222222222
BraTS20_Training_152,95,segmentation,4,1.647522823032536e-32,1.2835586558597686e-16,0.9999999999999999,4,8.24826388888889
BraTS20_Training_153,63,segmentation,4,1.8437983613679974e-32,1.3578653693823984e-16,0.9999999999999999,4,4.465277777777778
BraTS20_Training_154,106,segmentation,4,5.801274669087433e-33,7.616609921144336e-17,1.0,4,4.527777777777778
BraTS20_Training_155,63,segmentation,4,3.746386790417029e-33,6.120773472705087e-17,0.9999999999999999,4,4.423611111111111
BraTS20_Training_156,69,segmentation,4,3.815506367626265e-33,6.176978523215266e-17,0.9999999999999999,4,5.121527777777778
BraTS20_Training_157,97,segmentation,4,4.9637763911186e-33,7.045407292072333e-17,0.9999999999999999,4,4.883680555555555
BraTS20_Training_158,45,segmentation,4,4.731695301938629e-33,6.878731933967647e-17,0.9999999999999999,4,3.095486111111111
BraTS20_Training_159,91,segmentation,4,2.5288496245627327e-33,5.0287668712744405e-17,0.9999999999999999,4,2.1336805555555554
BraTS20_Training_160,89,segmentation,4,6.446753062643418e-33,8.029167492737599e-17,1.0,4,4.541666666666667
BraTS20_Training_161,90,segmentation,4,1.5050962501487468e-33,3.879556998097524e-17,1.0,4,3.1371527777777777
BraTS20_Training_162,85,segmentation,4,6.794429323924975e-33,8.242832840671327e-17,1.0,4,4.585069444444445
